Nombre,Equipo,Juegos Jugados,Asistencias,Promedio
Nick,Mayaguez San Benito,3,11
William,Arecibo Colegio San Felipe,2,8
Jadier,Guaynabo Adianez,1,7
Yahir,Mayaguez San Benito,3,5
Yahil,Ponce San Conrado,1,5
Luis Santiago,Mayaguez San Benito,3,5
Justin,Arecibo Colegio San Felipe,2,5
Jazhel,Rio Grande Kingdom,1,5
Janpier Lezcano Pabey,Ponce San Conrado,1,5
Geryad,Mayaguez San Benito,3,5
